key,Model,rating,License,Organization,date
gpt-4-turbo-2024-04-09,GPT-4-Turbo-2024-04-09,1251.8857750081938,Proprietary,OpenAI,20240516
gpt-4o-2024-05-13,GPT-4o-2024-05-13,1287.0545165170488,Proprietary,OpenAI,20240516
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,940.051902826312,Non-commercial,Nomic AI,20240516
guanaco-33b,Guanaco-33B,1035.744409981769,Non-commercial,UW,20240516
koala-13b,Koala-13B,970.5888721914712,Non-commercial,UC Berkeley,20240516
llama-13b,LLaMA-13B,805.4785171348909,Non-commercial,Meta,20240516
llama-2-13b-chat,Llama-2-13b-chat,1065.2030819782258,Llama 2 Community,Meta,20240516
llama-2-70b-chat,Llama-2-70B-chat,1094.0175225877997,Llama 2 Community,Meta,20240516
llama-2-7b-chat,Llama-2-7B-chat,1042.3118165804613,Llama 2 Community,Meta,20240516
llama-3-70b-instruct,Llama-3-70B-Instruct,1202.5510700565217,Llama 3 Community,Meta,20240516
llama-3-8b-instruct,Llama-3-8B-Instruct,1154.5302788776569,Llama 3 Community,Meta,20240516
llama2-70b-steerlm-chat,NV-Llama2-70B-SteerLM-Chat,1083.0560580432523,Llama 2 Community,Nvidia,20240516
mistral-7b-instruct,Mistral-7B-Instruct-v0.1,1014.4176400560666,Apache 2.0,Mistral,20240516
mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,1074.3359754479202,Apache-2.0,Mistral,20240516
mistral-large-2402,Mistral-Large-2402,1153.6365205841214,Proprietary,Mistral,20240516
mistral-medium,Mistral Medium,1146.155236252985,Proprietary,Mistral,20240516
mistral-next,Mistral-Next,1126.4657205886801,Proprietary,Mistral,20240516
mixtral-8x22b-instruct-v0.1,Mixtral-8x22b-Instruct-v0.1,1144.4266765678108,Apache 2.0,Mistral,20240516
mixtral-8x7b-instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,1114.0,Apache 2.0,Mistral,20240516
mpt-30b-chat,MPT-30B-chat,1049.5401017705476,CC-BY-NC-SA-4.0,MosaicML,20240516
mpt-7b-chat,MPT-7B-Chat,934.4884593645314,CC-BY-NC-SA-4.0,MosaicML,20240516
nous-hermes-2-mixtral-8x7b-dpo,Nous-Hermes-2-Mixtral-8x7B-DPO,1087.4008874219533,Apache-2.0,NousResearch,20240516
oasst-pythia-12b,OpenAssistant-Pythia-12B,901.4446756828436,Apache 2.0,OpenAssistant,20240516
olmo-7b-instruct,OLMo-7B-instruct,1019.7866824916094,Apache-2.0,Allen AI,20240516
openchat-3.5,OpenChat-3.5,1079.6334806067932,Apache-2.0,OpenChat,20240516
openchat-3.5-0106,OpenChat-3.5-0106,1098.4131514674727,Apache-2.0,OpenChat,20240516
openhermes-2.5-mistral-7b,OpenHermes-2.5-Mistral-7B,1079.1110755706427,Apache-2.0,NousResearch,20240516
palm-2,PaLM-Chat-Bison-001,1011.3352085328656,Proprietary,Google,20240516
phi-3-mini-128k-instruct,Phi-3-Mini-128k-Instruct,1052.8538210433949,MIT,Microsoft,20240516
phi-3-mini-4k-instruct,Phi-3-Mini-4k-Instruct,1073.6739591987407,MIT,Microsoft,20240516
pplx-70b-online,pplx-70B-online,1076.2491426590557,Proprietary,Perplexity AI,20240516
pplx-7b-online,pplx-7B-online,1044.2424186454896,Proprietary,Perplexity AI,20240516
qwen-14b-chat,Qwen-14B-Chat,1040.493237653322,Qianwen LICENSE,Alibaba,20240516
qwen-max-0428,Qwen-Max-0428,1186.9936782129012,Proprietary,Alibaba,20240516
qwen1.5-110b-chat,Qwen1.5-110B-Chat,1170.5327249122793,Qianwen LICENSE,Alibaba,20240516
qwen1.5-14b-chat,Qwen1.5-14B-Chat,1118.557130360306,Qianwen LICENSE,Alibaba,20240516
qwen1.5-32b-chat,Qwen1.5-32B-Chat,1134.590587856206,Qianwen LICENSE,Alibaba,20240516
qwen1.5-4b-chat,Qwen1.5-4B-Chat,1002.9758821984037,Qianwen LICENSE,Alibaba,20240516
qwen1.5-72b-chat,Qwen1.5-72B-Chat,1152.4002038912527,Qianwen LICENSE,Alibaba,20240516
qwen1.5-7b-chat,Qwen1.5-7B-Chat,1078.6896504390124,Qianwen LICENSE,Alibaba,20240516
reka-core-20240501,Reka-Core-20240501,1195.306792404958,Proprietary,Reka AI,20240516
reka-flash-21b-20240226,Reka-Flash-21B,1147.658152301221,Proprietary,Reka AI,20240516
reka-flash-21b-20240226-online,Reka-Flash-21B-online,1154.8527536531521,Proprietary,Reka AI,20240516
snowflake-arctic-instruct,Snowflake Arctic Instruct,1098.0403545271545,Apache 2.0,Snowflake,20240516
solar-10.7b-instruct-v1.0,SOLAR-10.7B-Instruct-v1.0,1065.8899221321903,CC-BY-NC-4.0,Upstage AI,20240516
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,850.0319701362849,CC-BY-NC-SA-4.0,Stability AI,20240516
starling-lm-7b-alpha,Starling-LM-7B-alpha,1091.71790159258,CC-BY-NC-4.0,UC Berkeley,20240516
starling-lm-7b-beta,Starling-LM-7B-beta,1118.2448778844814,Apache-2.0,Nexusflow,20240516
stripedhyena-nous-7b,StripedHyena-Nous-7B,1023.6015794751036,Apache 2.0,Together AI,20240516
tulu-2-dpo-70b,Tulu-2-DPO-70B,1103.3089878087876,AI2 ImpACT Low-risk,AllenAI/UW,20240516
vicuna-13b,Vicuna-13B,1049.6704362246867,Llama 2 Community,LMSYS,20240516
vicuna-33b,Vicuna-33B,1094.8714610821912,Non-commercial,LMSYS,20240516
vicuna-7b,Vicuna-7B,1010.9300972680026,Llama 2 Community,LMSYS,20240516
wizardlm-13b,WizardLM-13b-v1.2,1063.3862327000036,Llama 2 Community,Microsoft,20240516
wizardlm-70b,WizardLM-70B-v1.0,1109.584190451938,Llama 2 Community,Microsoft,20240516
yi-34b-chat,Yi-34B-Chat,1115.8090931795311,Yi License,01 AI,20240516
yi-34b-chat,Yi-34B-Chat,1115.8090931795311,Yi License,01 AI,20240516
zephyr-7b-alpha,Zephyr-7B-alpha,1045.6997947486934,MIT,HuggingFace,20240516
zephyr-7b-beta,Zephyr-7B-beta,1056.0915080921143,MIT,HuggingFace,20240516
zephyr-orpo-141b-A35b-v0.1,Zephyr-ORPO-141b-A35b-v0.1,1128.7665230018888,Apache 2.0,HuggingFace,20240516
RWKV-4-Raven-14B,RWKV-4-Raven-14B,929.7257715556482,Apache 2.0,RWKV,20240519
alpaca-13b,Alpaca-13B,909.4082997667815,Non-commercial,Stanford,20240519
bard-jan-24-gemini-pro,Gemini App (2024-01-24),1208.3587737763862,Proprietary,Google,20240519
chatglm-6b,ChatGLM-6B,888.2222640703806,Non-commercial,Tsinghua,20240519
chatglm2-6b,ChatGLM2-6B,935.0962464954428,Apache-2.0,Tsinghua,20240519
chatglm3-6b,ChatGLM3-6B,962.0193750695639,Apache-2.0,Tsinghua,20240519
claude-1,Claude-1,1150.6284015974957,Proprietary,Anthropic,20240519
claude-2.0,Claude-2.0,1133.110980722465,Proprietary,Anthropic,20240519
claude-2.1,Claude-2.1,1118.5810586648088,Proprietary,Anthropic,20240519
claude-3-haiku-20240307,Claude 3 Haiku,1181.3088300580093,Proprietary,Anthropic,20240519
claude-3-opus-20240229,Claude 3 Opus,1245.7062333702975,Proprietary,Anthropic,20240519
claude-3-sonnet-20240229,Claude 3 Sonnet,1199.3184673235342,Proprietary,Anthropic,20240519
claude-instant-1,Claude-Instant-1,1111.6415118212165,Proprietary,Anthropic,20240519
codellama-34b-instruct,CodeLlama-34B-instruct,1048.8036373336035,Llama 2 Community,Meta,20240519
codellama-70b-instruct,CodeLlama-70B-instruct,1047.3505114866957,Llama 2 Community,Meta,20240519
command-r,Command R (04-2024),1148.3858397270706,CC-BY-NC-4.0,Cohere,20240519
command-r-plus,Command R+ (04-2024),1188.4176111079237,CC-BY-NC-4.0,Cohere,20240519
dbrx-instruct-preview,DBRX-Instruct-Preview,1102.983254864695,DBRX LICENSE,Databricks,20240519
deepseek-llm-67b-chat,DeepSeek-LLM-67B-Chat,1079.9523484282254,DeepSeek License,DeepSeek AI,20240519
dolly-v2-12b,Dolly-V2-12B,827.9188806831947,MIT,Databricks,20240519
dolphin-2.2.1-mistral-7b,Dolphin-2.2.1-Mistral-7B,1066.0407178585851,Apache-2.0,Cognitive Computations,20240519
falcon-180b-chat,falcon-180b-chat,1039.0178515867992,Falcon-180B TII License,TII,20240519
fastchat-t5-3b,FastChat-T5-3B,878.2822685124308,Apache 2.0,LMSYS,20240519
gemini-1.5-pro-api-0409-preview,Gemini-1.5-Pro-Preview-0409,1247.8553123222714,Proprietary,Google,20240519
gemini-pro,Gemini Pro,1115.2234194337693,Proprietary,Google,20240519
gemini-pro-dev-api,Gemini-1.0-Pro-001,1135.355235408965,Proprietary,Google,20240519
gemma-1.1-2b-it,Gemma-1.1-2b-it,1031.0349673730025,Gemma license,Google,20240519
gemma-1.1-7b-it,Gemma-1.1-7B-it,1091.6073668227514,Gemma license,Google,20240519
gemma-2b-it,Gemma-2B-it,999.7309446982559,Gemma license,Google,20240519
gemma-7b-it,Gemma-7B-it,1043.4627572840914,Gemma license,Google,20240519
gpt-3.5-turbo-0125,GPT-3.5-Turbo-0125,1110.1359231192637,Proprietary,OpenAI,20240519
gpt-3.5-turbo-0314,GPT-3.5-Turbo-0314,1109.9948959988465,Proprietary,OpenAI,20240519
gpt-3.5-turbo-0613,GPT-3.5-Turbo-0613,1120.369344441425,Proprietary,OpenAI,20240519
gpt-3.5-turbo-1106,GPT-3.5-Turbo-1106,1072.9064775177412,Proprietary,OpenAI,20240519
gpt-4-0125-preview,GPT-4-0125-preview,1244.138558857913,Proprietary,OpenAI,20240519
gpt-4-0314,GPT-4-0314,1188.3041774074893,Proprietary,OpenAI,20240519
gpt-4-0613,GPT-4-0613,1164.6144304174932,Proprietary,OpenAI,20240519
gpt-4-1106-preview,GPT-4-1106-preview,1250.1646686212525,Proprietary,OpenAI,20240519
gpt-4-turbo-2024-04-09,GPT-4-Turbo-2024-04-09,1251.9514775962666,Proprietary,OpenAI,20240519
gpt-4o-2024-05-13,GPT-4o-2024-05-13,1286.6349805191508,Proprietary,OpenAI,20240519
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,940.1627418709243,Non-commercial,Nomic AI,20240519
guanaco-33b,Guanaco-33B,1035.9996089665947,Non-commercial,UW,20240519
koala-13b,Koala-13B,970.7456969329835,Non-commercial,UC Berkeley,20240519
llama-13b,LLaMA-13B,805.6585798010753,Non-commercial,Meta,20240519
llama-2-13b-chat,Llama-2-13b-chat,1066.3013513796027,Llama 2 Community,Meta,20240519
llama-2-70b-chat,Llama-2-70B-chat,1094.9066849967344,Llama 2 Community,Meta,20240519
llama-2-7b-chat,Llama-2-7B-chat,1042.4720343692002,Llama 2 Community,Meta,20240519
llama-3-70b-instruct,Llama-3-70B-Instruct,1202.5102667574736,Llama 3 Community,Meta,20240519
llama-3-8b-instruct,Llama-3-8B-Instruct,1154.2522993503105,Llama 3 Community,Meta,20240519
llama2-70b-steerlm-chat,NV-Llama2-70B-SteerLM-Chat,1083.1686752631867,Llama 2 Community,Nvidia,20240519
mistral-7b-instruct,Mistral-7B-Instruct-v0.1,1014.7733501264009,Apache 2.0,Mistral,20240519
mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,1074.3810764998343,Apache-2.0,Mistral,20240519
mistral-large-2402,Mistral-Large-2402,1153.239493581431,Proprietary,Mistral,20240519
mistral-medium,Mistral Medium,1146.2144326519501,Proprietary,Mistral,20240519
mistral-next,Mistral-Next,1126.4945384808568,Proprietary,Mistral,20240519
mixtral-8x22b-instruct-v0.1,Mixtral-8x22b-Instruct-v0.1,1144.3705503742256,Apache 2.0,Mistral,20240519
mixtral-8x7b-instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,1114.0,Apache 2.0,Mistral,20240519
mpt-30b-chat,MPT-30B-chat,1049.8318641346332,CC-BY-NC-SA-4.0,MosaicML,20240519
mpt-7b-chat,MPT-7B-Chat,934.6704559435256,CC-BY-NC-SA-4.0,MosaicML,20240519
nous-hermes-2-mixtral-8x7b-dpo,Nous-Hermes-2-Mixtral-8x7B-DPO,1087.4732522339511,Apache-2.0,NousResearch,20240519
oasst-pythia-12b,OpenAssistant-Pythia-12B,901.61367446128,Apache 2.0,OpenAssistant,20240519
olmo-7b-instruct,OLMo-7B-instruct,1019.7797384327782,Apache-2.0,Allen AI,20240519
openchat-3.5,OpenChat-3.5,1079.8493216549246,Apache-2.0,OpenChat,20240519
openchat-3.5-0106,OpenChat-3.5-0106,1098.4613442015857,Apache-2.0,OpenChat,20240519
openhermes-2.5-mistral-7b,OpenHermes-2.5-Mistral-7B,1079.2476475250849,Apache-2.0,NousResearch,20240519
palm-2,PaLM-Chat-Bison-001,1011.5866248533375,Proprietary,Google,20240519
phi-3-mini-128k-instruct,Phi-3-Mini-128k-Instruct,1052.5972079218018,MIT,Microsoft,20240519
phi-3-mini-4k-instruct,Phi-3-Mini-4k-Instruct,1073.4240463565066,MIT,Microsoft,20240519
pplx-70b-online,pplx-70B-online,1076.4382331984139,Proprietary,Perplexity AI,20240519
pplx-7b-online,pplx-7B-online,1044.4284748332993,Proprietary,Perplexity AI,20240519
qwen-14b-chat,Qwen-14B-Chat,1040.7907560498081,Qianwen LICENSE,Alibaba,20240519
qwen-max-0428,Qwen-Max-0428,1186.7672956674137,Proprietary,Alibaba,20240519
qwen1.5-110b-chat,Qwen1.5-110B-Chat,1169.664377392865,Qianwen LICENSE,Alibaba,20240519
qwen1.5-14b-chat,Qwen1.5-14B-Chat,1118.5371724650881,Qianwen LICENSE,Alibaba,20240519
qwen1.5-32b-chat,Qwen1.5-32B-Chat,1133.8769108609392,Qianwen LICENSE,Alibaba,20240519
qwen1.5-4b-chat,Qwen1.5-4B-Chat,1003.1282273197492,Qianwen LICENSE,Alibaba,20240519
qwen1.5-72b-chat,Qwen1.5-72B-Chat,1152.4531453498385,Qianwen LICENSE,Alibaba,20240519
qwen1.5-7b-chat,Qwen1.5-7B-Chat,1078.7003072322354,Qianwen LICENSE,Alibaba,20240519
reka-core-20240501,Reka-Core-20240501,1195.591416099278,Proprietary,Reka AI,20240519
reka-flash-21b-20240226,Reka-Flash-21B,1147.630664413492,Proprietary,Reka AI,20240519
reka-flash-21b-20240226-online,Reka-Flash-21B-online,1154.4478537185792,Proprietary,Reka AI,20240519
snowflake-arctic-instruct,Snowflake Arctic Instruct,1097.9604132986635,Apache 2.0,Snowflake,20240519
solar-10.7b-instruct-v1.0,SOLAR-10.7B-Instruct-v1.0,1066.0824769326955,CC-BY-NC-4.0,Upstage AI,20240519
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,850.1938431176341,CC-BY-NC-SA-4.0,Stability AI,20240519
starling-lm-7b-alpha,Starling-LM-7B-alpha,1091.7885388516988,CC-BY-NC-4.0,UC Berkeley,20240519
starling-lm-7b-beta,Starling-LM-7B-beta,1118.248620452142,Apache-2.0,Nexusflow,20240519
stripedhyena-nous-7b,StripedHyena-Nous-7B,1023.7296042297801,Apache 2.0,Together AI,20240519
tulu-2-dpo-70b,Tulu-2-DPO-70B,1103.4288654146035,AI2 ImpACT Low-risk,AllenAI/UW,20240519
vicuna-13b,Vicuna-13B,1049.9148828388497,Llama 2 Community,LMSYS,20240519
vicuna-33b,Vicuna-33B,1095.068969827145,Non-commercial,LMSYS,20240519
vicuna-7b,Vicuna-7B,1011.1784659281567,Llama 2 Community,LMSYS,20240519
wizardlm-13b,WizardLM-13b-v1.2,1063.6273182306343,Llama 2 Community,Microsoft,20240519
wizardlm-70b,WizardLM-70B-v1.0,1109.7753876259442,Llama 2 Community,Microsoft,20240519
yi-34b-chat,Yi-34B-Chat,1116.021015699715,Yi License,01 AI,20240519
yi-34b-chat,Yi-34B-Chat,1116.021015699715,Yi License,01 AI,20240519
zephyr-7b-alpha,Zephyr-7B-alpha,1046.159029833368,MIT,HuggingFace,20240519
zephyr-7b-beta,Zephyr-7B-beta,1056.3655805091914,MIT,HuggingFace,20240519
zephyr-orpo-141b-A35b-v0.1,Zephyr-ORPO-141b-A35b-v0.1,1128.7195508129469,Apache 2.0,HuggingFace,20240519
RWKV-4-Raven-14B,RWKV-4-Raven-14B,929.9622867839017,Apache 2.0,RWKV,20240520
alpaca-13b,Alpaca-13B,909.656593004775,Non-commercial,Stanford,20240520
bard-jan-24-gemini-pro,Gemini App (2024-01-24),1208.4540844584515,Proprietary,Google,20240520
chatglm-6b,ChatGLM-6B,888.4639201631999,Non-commercial,Tsinghua,20240520
chatglm2-6b,ChatGLM2-6B,935.3316496723892,Apache-2.0,Tsinghua,20240520
chatglm3-6b,ChatGLM3-6B,962.2624897034797,Apache-2.0,Tsinghua,20240520
claude-1,Claude-1,1150.7650257124928,Proprietary,Anthropic,20240520
claude-2.0,Claude-2.0,1133.3002050830669,Proprietary,Anthropic,20240520
claude-2.1,Claude-2.1,1118.6624192805346,Proprietary,Anthropic,20240520
claude-3-haiku-20240307,Claude 3 Haiku,1181.3605081775752,Proprietary,Anthropic,20240520
claude-3-opus-20240229,Claude 3 Opus,1245.7038068426177,Proprietary,Anthropic,20240520
claude-3-sonnet-20240229,Claude 3 Sonnet,1199.1624718109506,Proprietary,Anthropic,20240520
claude-instant-1,Claude-Instant-1,1111.8533260945453,Proprietary,Anthropic,20240520
codellama-34b-instruct,CodeLlama-34B-instruct,1049.0136811216476,Llama 2 Community,Meta,20240520
codellama-70b-instruct,CodeLlama-70B-instruct,1047.4323254282908,Llama 2 Community,Meta,20240520
command-r,Command R (04-2024),1148.618858933157,CC-BY-NC-4.0,Cohere,20240520
command-r-plus,Command R+ (04-2024),1188.1451999453236,CC-BY-NC-4.0,Cohere,20240520
dbrx-instruct-preview,DBRX-Instruct-Preview,1103.057664290596,DBRX LICENSE,Databricks,20240520
deepseek-llm-67b-chat,DeepSeek-LLM-67B-Chat,1080.0700582831812,DeepSeek License,DeepSeek AI,20240520
dolly-v2-12b,Dolly-V2-12B,828.1833313725207,MIT,Databricks,20240520
dolphin-2.2.1-mistral-7b,Dolphin-2.2.1-Mistral-7B,1066.1089790179767,Apache-2.0,Cognitive Computations,20240520
falcon-180b-chat,falcon-180b-chat,1039.2924197225725,Falcon-180B TII License,TII,20240520
fastchat-t5-3b,FastChat-T5-3B,878.5235756260213,Apache 2.0,LMSYS,20240520
gemini-1.5-pro-api-0409-preview,Gemini-1.5-Pro-Preview-0409,1247.8261158267385,Proprietary,Google,20240520
gemini-pro,Gemini Pro,1115.3199138114994,Proprietary,Google,20240520
gemini-pro-dev-api,Gemini-1.0-Pro-001,1135.4248831204527,Proprietary,Google,20240520
gemma-1.1-2b-it,Gemma-1.1-2b-it,1031.0254562695523,Gemma license,Google,20240520
gemma-1.1-7b-it,Gemma-1.1-7B-it,1091.4870098444303,Gemma license,Google,20240520
gemma-2b-it,Gemma-2B-it,999.7984888409189,Gemma license,Google,20240520
gemma-7b-it,Gemma-7B-it,1043.5868764539293,Gemma license,Google,20240520
glm-4-0116,GLM-4-0116,1175.258007690186,Proprietary,Zhipu AI,20240520
gpt-3.5-turbo-0125,GPT-3.5-Turbo-0125,1110.3076441416954,Proprietary,OpenAI,20240520
gpt-3.5-turbo-0314,GPT-3.5-Turbo-0314,1110.2097045912012,Proprietary,OpenAI,20240520
gpt-3.5-turbo-0613,GPT-3.5-Turbo-0613,1120.512157349241,Proprietary,OpenAI,20240520
gpt-3.5-turbo-1106,GPT-3.5-Turbo-1106,1073.0365202950995,Proprietary,OpenAI,20240520
gpt-4-0125-preview,GPT-4-0125-preview,1244.0486747628338,Proprietary,OpenAI,20240520
gpt-4-0314,GPT-4-0314,1188.2486712625112,Proprietary,OpenAI,20240520
gpt-4-0613,GPT-4-0613,1164.656833290648,Proprietary,OpenAI,20240520
gpt-4-1106-preview,GPT-4-1106-preview,1250.181852024625,Proprietary,OpenAI,20240520
gpt-4-turbo-2024-04-09,GPT-4-Turbo-2024-04-09,1251.7339983889465,Proprietary,OpenAI,20240520
gpt-4o-2024-05-13,GPT-4o-2024-05-13,1286.7607663626156,Proprietary,OpenAI,20240520
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,940.4830953056894,Non-commercial,Nomic AI,20240520
guanaco-33b,Guanaco-33B,1036.222149792644,Non-commercial,UW,20240520
koala-13b,Koala-13B,970.9885409335023,Non-commercial,UC Berkeley,20240520
llama-13b,LLaMA-13B,805.9095677929306,Non-commercial,Meta,20240520
llama-2-13b-chat,Llama-2-13b-chat,1067.3971809723648,Llama 2 Community,Meta,20240520
llama-2-70b-chat,Llama-2-70B-chat,1095.449354525069,Llama 2 Community,Meta,20240520
llama-2-7b-chat,Llama-2-7B-chat,1042.6681705471442,Llama 2 Community,Meta,20240520
llama-3-70b-instruct,Llama-3-70B-Instruct,1202.595838116573,Llama 3 Community,Meta,20240520
llama-3-8b-instruct,Llama-3-8B-Instruct,1154.399620371809,Llama 3 Community,Meta,20240520
llama2-70b-steerlm-chat,NV-Llama2-70B-SteerLM-Chat,1083.3532698357658,Llama 2 Community,Nvidia,20240520
mistral-7b-instruct,Mistral-7B-Instruct-v0.1,1015.1078129474383,Apache 2.0,Mistral,20240520
mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,1074.4494161027917,Apache-2.0,Mistral,20240520
mistral-large-2402,Mistral-Large-2402,1153.1449811525267,Proprietary,Mistral,20240520
mistral-medium,Mistral Medium,1146.2495731234433,Proprietary,Mistral,20240520
mistral-next,Mistral-Next,1126.551346499132,Proprietary,Mistral,20240520
mixtral-8x22b-instruct-v0.1,Mixtral-8x22b-Instruct-v0.1,1144.492657427152,Apache 2.0,Mistral,20240520
mixtral-8x7b-instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,1114.0,Apache 2.0,Mistral,20240520
mpt-30b-chat,MPT-30B-chat,1050.107934022864,CC-BY-NC-SA-4.0,MosaicML,20240520
mpt-7b-chat,MPT-7B-Chat,934.9061216860302,CC-BY-NC-SA-4.0,MosaicML,20240520
nous-hermes-2-mixtral-8x7b-dpo,Nous-Hermes-2-Mixtral-8x7B-DPO,1087.5826156839703,Apache-2.0,NousResearch,20240520
oasst-pythia-12b,OpenAssistant-Pythia-12B,901.8573355067281,Apache 2.0,OpenAssistant,20240520
olmo-7b-instruct,OLMo-7B-instruct,1019.8053565737393,Apache-2.0,Allen AI,20240520
openchat-3.5,OpenChat-3.5,1080.0407502396824,Apache-2.0,OpenChat,20240520
openchat-3.5-0106,OpenChat-3.5-0106,1098.5144931461973,Apache-2.0,OpenChat,20240520
openhermes-2.5-mistral-7b,OpenHermes-2.5-Mistral-7B,1079.3946534982401,Apache-2.0,NousResearch,20240520
palm-2,PaLM-Chat-Bison-001,1011.8697387684757,Proprietary,Google,20240520
phi-3-mini-128k-instruct,Phi-3-Mini-128k-Instruct,1052.5194211834603,MIT,Microsoft,20240520
phi-3-mini-4k-instruct,Phi-3-Mini-4k-Instruct,1074.0039471537496,MIT,Microsoft,20240520
pplx-70b-online,pplx-70B-online,1076.604948981289,Proprietary,Perplexity AI,20240520
pplx-7b-online,pplx-7B-online,1044.605946562232,Proprietary,Perplexity AI,20240520
qwen-14b-chat,Qwen-14B-Chat,1041.1156366895614,Qianwen LICENSE,Alibaba,20240520
qwen-max-0428,Qwen-Max-0428,1186.1530700024246,Proprietary,Alibaba,20240520
qwen1.5-110b-chat,Qwen1.5-110B-Chat,1169.179801787407,Qianwen LICENSE,Alibaba,20240520
qwen1.5-14b-chat,Qwen1.5-14B-Chat,1118.565826333686,Qianwen LICENSE,Alibaba,20240520
qwen1.5-32b-chat,Qwen1.5-32B-Chat,1133.812033391154,Qianwen LICENSE,Alibaba,20240520
qwen1.5-4b-chat,Qwen1.5-4B-Chat,1003.2103035849693,Qianwen LICENSE,Alibaba,20240520
qwen1.5-72b-chat,Qwen1.5-72B-Chat,1152.5156803722448,Qianwen LICENSE,Alibaba,20240520
qwen1.5-7b-chat,Qwen1.5-7B-Chat,1078.7727019808676,Qianwen LICENSE,Alibaba,20240520
reka-core-20240501,Reka-Core-20240501,1194.996507163381,Proprietary,Reka AI,20240520
reka-flash-21b-20240226,Reka-Flash-21B,1147.6447479439587,Proprietary,Reka AI,20240520
reka-flash-21b-20240226-online,Reka-Flash-21B-online,1154.7342862851995,Proprietary,Reka AI,20240520
snowflake-arctic-instruct,Snowflake Arctic Instruct,1098.1057141875604,Apache 2.0,Snowflake,20240520
solar-10.7b-instruct-v1.0,SOLAR-10.7B-Instruct-v1.0,1066.2526020671567,CC-BY-NC-4.0,Upstage AI,20240520
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,850.439119442698,CC-BY-NC-SA-4.0,Stability AI,20240520
starling-lm-7b-alpha,Starling-LM-7B-alpha,1091.9117645012084,CC-BY-NC-4.0,UC Berkeley,20240520
starling-lm-7b-beta,Starling-LM-7B-beta,1118.2929695947962,Apache-2.0,Nexusflow,20240520
stripedhyena-nous-7b,StripedHyena-Nous-7B,1023.8838340949856,Apache 2.0,Together AI,20240520
tulu-2-dpo-70b,Tulu-2-DPO-70B,1103.5811614491342,AI2 ImpACT Low-risk,AllenAI/UW,20240520
vicuna-13b,Vicuna-13B,1050.1897280429462,Llama 2 Community,LMSYS,20240520
vicuna-33b,Vicuna-33B,1095.2685230915836,Non-commercial,LMSYS,20240520
vicuna-7b,Vicuna-7B,1011.4403095497465,Llama 2 Community,LMSYS,20240520
wizardlm-13b,WizardLM-13b-v1.2,1063.891842614334,Llama 2 Community,Microsoft,20240520
wizardlm-70b,WizardLM-70B-v1.0,1109.997754102266,Llama 2 Community,Microsoft,20240520
yi-34b-chat,Yi-34B-Chat,1116.4181710497107,Yi License,01 AI,20240520
yi-34b-chat,Yi-34B-Chat,1116.4181710497107,Yi License,01 AI,20240520
yi-large-preview,Yi-Large-preview,1236.4459435320643,Proprietary,01 AI,20240520
zephyr-7b-alpha,Zephyr-7B-alpha,1046.4949101454818,MIT,HuggingFace,20240520
zephyr-7b-beta,Zephyr-7B-beta,1056.638945535951,MIT,HuggingFace,20240520
zephyr-orpo-141b-A35b-v0.1,Zephyr-ORPO-141b-A35b-v0.1,1128.7091658102806,Apache 2.0,HuggingFace,20240520
RWKV-4-Raven-14B,RWKV-4-Raven-14B,921.3483438497963,Apache 2.0,RWKV,20240527
alpaca-13b,Alpaca-13B,900.9565928024874,Non-commercial,Stanford,20240527
bard-jan-24-gemini-pro,Gemini App (2024-01-24),1208.4397442011232,Proprietary,Google,20240527
chatglm-6b,ChatGLM-6B,878.8589320533216,Non-commercial,Tsinghua,20240527
chatglm2-6b,ChatGLM2-6B,923.545826724303,Apache-2.0,Tsinghua,20240527
chatglm3-6b,ChatGLM3-6B,954.6029187366935,Apache-2.0,Tsinghua,20240527
claude-1,Claude-1,1148.5790575359365,Proprietary,Anthropic,20240527
claude-2.0,Claude-2.0,1131.2590038597798,Proprietary,Anthropic,20240527
claude-2.1,Claude-2.1,1118.1633165037929,Proprietary,Anthropic,20240527
claude-3-haiku-20240307,Claude 3 Haiku,1178.353938519988,Proprietary,Anthropic,20240527
claude-3-opus-20240229,Claude 3 Opus,1248.0784150211912,Proprietary,Anthropic,20240527
claude-3-sonnet-20240229,Claude 3 Sonnet,1201.309322113655,Proprietary,Anthropic,20240527
claude-instant-1,Claude-Instant-1,1110.771271034311,Proprietary,Anthropic,20240527
codellama-34b-instruct,CodeLlama-34B-instruct,1042.8270029732184,Llama 2 Community,Meta,20240527
codellama-70b-instruct,CodeLlama-70B-instruct,1042.02190885337,Llama 2 Community,Meta,20240527
command-r,Command R (04-2024),1147.209192520869,CC-BY-NC-4.0,Cohere,20240527
command-r-plus,Command R+ (04-2024),1189.2666835796315,CC-BY-NC-4.0,Cohere,20240527
